ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,Product Type,CHANNEL,Bank code,STATUS,SUB_STATUS,Fraud Category,Anomaly
38,12,11,39,136,4,51,0,0,6,1,4,0,0,0,11,8,0
46,12,11,104,307,4,103,0,1,6,1,4,0,0,0,11,8,0
40,12,2,104,307,4,67,0,1,6,1,4,0,0,0,11,8,0
47,11,11,61,242,4,59,0,1,9,1,4,0,0,0,11,8,0
45,12,11,61,242,4,100,0,1,6,1,4,0,0,0,11,8,0
47,12,11,61,242,4,44,0,1,6,1,4,0,0,0,11,8,0
47,12,11,73,274,4,67,0,1,9,1,4,3,0,0,11,8,0
48,12,11,50,206,4,59,0,1,6,1,4,0,0,0,11,8,0
41,12,11,39,136,4,175,0,1,6,1,4,0,0,0,11,8,0
48,10,2,104,307,4,44,0,1,9,1,4,3,0,0,11,8,0
47,12,2,104,307,4,119,0,1,6,1,4,0,0,0,11,8,0
45,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
45,10,11,61,242,4,97,0,0,6,1,4,0,0,0,11,8,0
47,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
26,12,0,39,136,4,59,0,0,6,1,4,1,0,0,11,8,0
42,10,11,104,307,4,87,0,1,6,1,4,0,0,0,11,8,0
45,11,6,13,307,3,53,0,1,4,1,4,3,0,0,11,8,0
47,10,11,50,206,4,51,0,1,6,1,4,0,0,0,11,8,0
45,12,11,50,206,4,67,0,0,6,1,4,0,0,0,11,8,0
45,12,11,61,242,4,70,0,1,6,1,4,0,0,0,11,8,0
41,12,11,104,307,4,59,0,1,6,1,4,0,0,0,11,8,0
42,12,11,64,252,4,94,0,0,6,1,4,0,0,0,11,8,0
47,12,2,59,237,4,44,0,1,6,1,4,3,0,0,11,8,0
44,11,2,50,206,4,15,0,1,6,1,4,3,0,0,11,8,0
48,12,11,39,136,4,51,0,1,6,1,4,0,0,0,11,8,0
48,10,11,61,242,4,85,0,1,9,1,4,3,0,0,11,8,0
47,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
46,10,11,47,191,4,59,3,1,6,1,4,0,0,0,11,8,0
40,12,10,61,242,4,36,0,1,6,1,4,0,0,0,11,8,0
42,10,2,61,242,4,44,0,0,6,1,4,0,0,0,11,8,0
48,12,11,39,136,4,51,0,0,6,1,4,0,0,0,11,8,0
41,10,0,58,233,4,42,0,1,6,1,4,0,0,0,11,8,0
40,12,11,39,136,4,15,0,1,6,1,4,3,0,0,11,8,0
39,12,10,61,242,4,40,0,0,6,1,4,0,2,0,11,8,0
47,5,2,60,238,4,18,0,1,6,1,4,3,0,0,11,8,0
34,5,6,103,306,4,103,0,1,18,1,4,3,0,0,11,8,0
47,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
31,1,2,104,307,4,44,0,1,14,1,4,3,0,0,11,8,0
39,12,2,104,307,4,106,0,1,6,1,4,3,0,0,11,8,0
39,10,0,39,136,4,36,0,1,6,1,4,0,5,0,11,8,1
43,12,11,73,274,4,67,0,1,6,1,4,0,0,0,11,8,0
47,12,11,104,307,4,119,0,1,6,1,4,0,0,0,11,8,0
46,12,11,86,292,4,67,0,1,6,1,4,0,0,0,11,8,0
46,12,0,61,242,4,44,0,1,6,1,4,3,0,0,11,8,0
47,12,11,82,285,4,67,0,1,6,1,4,0,0,0,11,8,0
48,12,2,104,307,4,128,0,1,6,1,4,0,0,0,11,8,0
41,12,11,50,206,4,64,0,1,6,1,4,0,0,0,11,8,0
43,5,6,61,242,4,36,0,1,9,1,4,3,0,0,11,8,0
43,12,2,104,307,4,53,0,1,6,1,4,3,0,0,11,8,0
41,12,11,39,136,4,70,0,0,6,1,4,3,0,0,11,8,0
46,12,2,50,206,4,44,0,1,9,1,4,3,0,0,11,8,0
48,12,11,61,242,4,115,0,1,6,1,4,0,0,0,11,8,0
42,5,10,60,238,4,36,0,1,14,1,4,3,0,0,11,8,0
47,11,2,39,136,4,36,0,1,6,1,4,3,0,0,11,8,0
39,12,11,104,307,4,76,0,1,6,1,4,0,0,0,11,8,0
43,10,2,61,242,4,26,0,0,14,1,4,3,0,0,11,8,0
46,11,10,104,307,4,92,0,1,6,1,4,0,0,0,11,8,0
43,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
42,10,11,61,242,4,103,0,1,6,1,4,0,0,0,11,8,0
47,10,11,61,242,4,62,0,1,6,1,4,0,0,0,11,8,0
44,12,11,39,136,4,92,0,0,6,1,4,0,0,0,11,8,0
43,12,11,50,206,4,51,0,1,6,1,4,0,0,0,11,8,0
43,12,11,61,242,4,66,0,1,6,1,4,0,0,0,11,8,0
47,11,10,104,307,4,67,0,1,6,1,4,0,0,0,11,8,0
41,12,11,50,206,4,59,0,1,6,1,4,0,0,0,11,8,0
46,12,11,50,206,4,85,0,1,6,1,4,0,0,0,11,8,0
46,12,11,61,242,4,51,0,1,6,1,4,0,0,0,11,8,0
40,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
43,11,11,61,242,4,76,0,1,6,1,4,0,0,0,11,8,0
46,10,2,61,242,4,36,0,1,9,1,4,3,0,0,11,8,0
47,10,11,61,242,4,85,0,1,6,1,4,0,2,0,11,8,0
39,10,6,61,242,4,106,0,1,6,1,4,0,0,0,11,8,0
46,12,2,61,242,4,91,0,1,6,1,4,3,0,0,11,8,0
42,12,11,73,274,4,51,0,1,6,1,4,0,0,0,11,8,0
45,11,11,104,307,4,85,0,1,6,1,4,0,0,0,11,8,0
44,11,11,39,136,4,51,0,1,6,1,4,0,0,0,11,8,0
43,12,11,61,242,4,94,0,1,9,1,4,0,0,0,11,8,0
44,10,2,61,242,4,18,3,1,6,1,4,0,0,0,11,8,0
43,1,11,61,242,4,64,0,1,6,1,4,0,0,0,11,8,0
45,10,6,61,242,4,74,0,1,6,1,4,0,0,0,11,8,0
39,11,11,61,242,4,75,0,1,6,1,4,0,0,0,11,8,0
42,12,10,39,136,4,36,0,1,15,1,4,3,0,0,11,8,0
41,12,0,39,136,4,54,0,1,6,1,4,0,2,0,11,8,0
45,12,0,61,242,4,33,0,1,9,1,4,0,1,0,11,8,0
48,12,2,104,307,4,33,0,1,6,1,4,3,0,0,11,8,0
41,12,0,39,136,4,36,0,1,6,1,4,0,0,0,11,8,0
41,12,2,39,136,4,26,0,1,6,1,4,0,6,0,11,8,1
44,11,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
42,12,9,104,307,4,54,0,1,6,1,4,0,0,0,11,8,0
46,12,11,39,136,4,36,0,0,6,1,4,0,0,0,11,8,0
47,12,11,39,136,4,36,0,0,6,1,4,0,0,0,11,8,0
47,12,2,104,307,4,108,0,1,6,1,4,3,0,0,11,8,0
43,11,2,61,242,4,51,0,1,6,1,4,3,0,0,11,8,0
44,11,2,61,242,4,67,0,1,6,1,4,3,0,0,11,8,0
41,10,6,61,242,4,33,0,1,6,1,4,0,0,0,11,8,0
43,12,11,104,307,4,15,0,1,6,1,4,0,0,0,11,8,0
47,11,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
44,10,2,39,136,4,33,0,1,6,1,4,3,0,0,11,8,0
46,12,11,61,242,4,116,0,1,6,1,4,0,0,0,11,8,0
44,10,11,127,332,4,67,0,1,6,1,4,3,0,0,11,8,0
44,10,11,104,307,4,92,0,0,6,1,4,0,7,0,11,8,0
38,12,11,61,242,4,44,0,1,6,1,4,0,0,0,11,8,0
46,10,2,60,238,4,26,0,1,9,1,4,3,0,0,11,8,0
45,10,11,61,242,4,85,0,0,6,1,4,0,0,0,11,8,0
41,11,0,39,136,4,36,0,1,6,1,4,0,7,0,11,8,1
39,12,2,61,242,4,76,0,1,6,1,4,0,0,0,11,8,0
41,12,0,39,136,4,42,0,0,6,1,4,0,0,0,11,8,0
44,12,11,61,242,4,67,0,1,9,1,4,0,0,0,11,8,0
45,10,11,61,242,4,51,0,1,6,1,4,0,0,0,11,8,0
45,12,11,104,307,4,88,0,0,6,1,4,3,0,0,11,8,0
47,10,0,61,242,4,36,0,1,9,1,4,3,0,0,11,8,0
43,12,10,104,307,4,51,0,1,6,1,4,0,0,0,11,8,0
47,12,11,39,136,4,67,0,1,6,1,4,0,0,0,11,8,0
48,12,11,61,242,4,92,0,1,6,1,4,0,0,0,11,8,0
44,11,11,61,242,4,92,0,0,6,1,4,0,0,0,11,8,0
48,3,6,50,206,4,44,0,1,6,1,4,0,0,0,11,8,0
47,12,2,104,307,4,67,0,1,6,1,4,0,0,0,11,8,0
47,11,2,39,136,4,51,0,1,6,1,4,0,0,0,11,8,0
45,12,11,50,206,4,44,0,0,6,1,4,0,0,0,11,8,0
41,10,0,39,136,4,26,0,0,6,1,4,0,0,0,11,8,0
41,11,11,104,307,4,94,0,1,6,1,4,0,0,0,11,8,0
41,9,11,39,136,4,106,0,0,6,1,4,0,0,0,11,8,0
39,5,6,61,242,4,59,0,1,6,1,4,0,5,0,11,8,0
48,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
47,12,11,50,206,4,100,0,1,6,1,4,0,0,0,11,8,0
41,12,11,39,136,4,58,0,1,6,1,4,0,0,0,11,8,0
45,0,2,61,242,4,43,1,1,6,1,4,0,2,0,11,8,1
47,12,11,39,136,4,64,0,1,6,1,4,0,0,0,11,8,0
44,5,6,39,136,4,18,0,1,6,1,4,3,0,0,11,8,0
46,8,11,61,242,4,42,3,1,6,1,4,0,0,0,11,8,0
43,11,11,61,242,4,106,0,1,6,1,4,0,0,0,11,8,0
44,12,11,89,298,4,54,0,1,6,1,4,0,0,0,11,8,0
45,12,10,127,332,4,51,0,1,12,1,4,3,0,0,11,8,0
47,12,0,39,136,4,51,0,1,6,1,4,0,0,0,11,8,0
43,12,2,61,242,4,51,0,1,6,1,4,0,0,0,11,8,0
41,10,11,61,242,4,54,0,1,6,1,4,0,0,0,11,8,0
40,12,11,141,347,4,100,0,1,6,1,4,0,0,0,11,8,0
41,10,6,104,307,4,67,0,1,6,1,4,0,0,0,11,8,0
43,12,11,39,136,4,42,0,1,6,1,4,0,0,0,11,8,0
46,12,11,61,242,4,28,0,1,6,1,4,0,0,0,11,8,0
47,12,11,50,206,4,67,0,0,6,1,4,0,0,0,11,8,0
42,12,11,39,136,4,53,0,1,6,1,4,3,0,0,11,8,0
41,12,2,73,274,4,42,0,1,6,1,4,3,0,0,11,8,0
44,12,0,61,242,4,34,0,1,6,1,4,0,0,0,11,8,0
44,5,11,141,347,4,109,0,1,9,1,4,3,0,0,11,8,0
44,11,11,61,242,4,67,0,1,6,1,4,3,0,0,11,8,0
45,10,2,61,242,4,53,0,1,6,1,4,3,0,0,11,8,0
46,12,11,61,242,4,100,0,1,6,1,4,0,0,0,11,8,0
47,8,11,86,292,4,67,1,1,6,1,4,3,0,0,11,8,0
48,10,11,61,242,4,78,0,1,6,1,4,0,0,0,11,8,0
41,5,6,39,136,4,5,0,1,6,1,4,3,0,0,11,8,0
43,12,11,61,242,4,83,0,1,6,1,4,0,0,0,11,8,0
42,5,6,50,206,4,36,0,1,6,1,4,3,0,0,11,8,0
45,12,11,61,242,4,106,0,1,6,1,4,0,0,0,11,8,0
42,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
45,10,0,104,307,4,108,0,1,6,1,4,3,0,0,11,8,0
46,12,0,61,242,4,42,0,1,6,1,4,0,2,0,11,8,0
39,1,2,61,242,4,67,0,1,6,1,4,3,0,0,11,8,0
46,12,0,39,136,4,51,0,1,6,1,4,0,0,0,11,8,0
46,12,11,39,136,4,54,0,1,6,1,4,0,0,0,11,8,0
46,11,2,104,307,4,108,0,1,6,1,4,3,0,0,11,8,0
39,12,11,61,242,4,51,0,1,14,1,4,3,0,0,11,8,0
43,12,3,104,307,4,119,0,1,6,1,4,0,0,0,11,8,0
42,12,2,61,242,4,57,0,1,6,1,4,3,0,0,11,8,0
45,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
43,1,2,61,242,4,59,0,1,6,1,4,0,0,0,11,8,0
42,12,11,50,206,4,53,0,1,6,1,4,0,0,0,11,8,0
41,12,11,104,307,4,68,0,1,6,1,4,0,0,0,11,8,0
39,12,11,39,136,4,85,0,1,6,1,4,0,0,0,11,8,0
44,12,11,39,136,4,44,0,1,6,1,4,0,0,0,11,8,0
42,12,11,104,307,4,109,0,1,6,1,4,0,0,0,11,8,0
47,0,11,50,206,4,131,0,1,6,1,4,0,0,0,11,8,0
47,12,0,39,136,4,36,0,1,6,1,4,0,2,0,11,8,0
40,10,11,50,206,4,94,0,1,6,1,4,0,0,0,11,8,0
46,10,11,73,274,4,67,0,1,6,1,4,0,0,0,11,8,0
46,12,2,60,238,4,51,0,1,6,1,4,3,0,0,11,8,0
47,12,11,61,242,4,119,0,1,6,1,4,0,0,0,11,8,0
39,10,2,39,136,4,42,0,1,6,1,4,0,5,0,11,8,0
39,12,11,61,242,4,51,0,1,6,1,4,0,0,0,11,8,0
47,11,11,104,307,4,108,0,1,6,1,4,0,0,0,11,8,0
46,10,11,39,136,4,102,0,0,6,1,4,0,0,0,11,8,0
45,1,2,61,242,4,108,0,1,12,1,4,3,0,0,11,8,0
47,12,11,61,242,4,67,0,1,6,1,4,0,0,0,11,8,0
39,12,11,39,136,4,78,0,0,6,1,4,0,0,0,11,8,0
44,1,10,61,242,4,42,0,0,6,1,4,3,0,0,11,8,0
42,5,0,60,238,4,26,0,1,6,1,4,3,0,0,11,8,0
48,8,11,50,206,4,60,1,1,9,1,4,3,0,0,11,8,0
45,11,11,39,136,4,51,0,0,6,1,4,0,0,0,11,8,0
46,11,11,61,242,4,67,0,0,6,1,4,0,0,0,11,8,0
34,6,0,61,242,4,44,1,1,6,1,4,0,0,0,11,8,0
46,11,11,96,301,4,131,0,1,9,1,4,3,0,0,11,8,0
13,6,0,26,45,4,10,1,1,9,1,3,3,0,0,11,8,1
25,12,2,61,112,4,26,0,1,18,1,3,3,0,0,11,8,0
35,12,2,27,59,0,15,0,1,9,1,3,3,0,0,11,8,0
39,12,2,24,152,4,36,0,1,9,1,3,3,0,0,11,8,0
40,12,11,37,221,4,76,0,1,9,1,3,0,0,0,11,8,0
41,10,2,104,335,4,188,0,1,9,1,3,3,0,0,11,8,0
37,1,10,7,21,4,26,0,0,7,1,3,3,0,0,11,8,0
21,1,11,141,323,4,59,0,1,14,1,3,3,0,0,11,8,0
30,10,2,39,41,4,59,0,1,15,1,3,3,0,0,11,8,0
53,12,9,55,321,4,59,0,0,9,1,3,0,0,0,11,8,0
50,12,11,11,103,4,85,0,0,9,1,3,0,0,0,11,8,0
47,11,11,23,182,4,92,0,1,9,1,3,0,0,0,11,8,0
48,10,11,9,77,4,85,0,0,9,1,3,0,0,0,11,8,0
45,12,11,7,51,4,36,0,1,9,1,3,0,0,0,11,8,0
48,10,11,39,277,4,100,0,0,9,1,3,3,0,0,11,8,0
42,12,11,18,141,4,15,0,1,9,1,3,0,0,0,11,8,0
52,1,11,39,284,0,79,0,0,9,1,3,3,0,0,11,8,1
50,12,11,61,316,4,67,0,0,9,1,3,3,0,0,11,8,0
50,10,2,61,319,0,67,0,0,9,1,3,3,0,0,11,8,0
47,5,6,39,273,4,54,0,0,9,1,3,3,0,0,11,8,0
53,12,9,100,356,4,131,0,0,9,1,3,3,0,0,11,8,0
51,10,0,10,96,4,36,0,0,9,1,3,0,7,0,11,8,1
53,12,9,7,81,4,67,0,0,9,1,3,0,0,0,11,8,0
42,12,11,73,131,4,59,0,1,4,1,3,0,0,0,11,8,0
38,12,11,65,53,4,85,0,1,4,1,3,0,0,0,11,8,0
23,12,11,127,75,4,30,0,1,4,1,3,0,0,0,11,8,0
43,12,11,104,202,4,88,0,0,4,1,3,3,0,0,11,8,0
38,11,11,70,66,4,51,0,1,4,1,3,0,0,0,11,8,0
42,12,11,64,50,4,26,0,1,4,1,3,0,0,0,11,8,0
44,12,11,104,265,4,67,0,0,4,1,3,0,0,0,11,8,0
46,10,11,61,87,4,89,0,0,4,1,3,0,0,0,11,8,0
27,12,2,104,15,4,56,0,1,9,1,3,3,0,0,11,8,0
45,10,11,61,128,4,54,0,0,4,1,3,0,0,0,11,8,0
20,12,11,70,11,4,59,0,1,4,1,3,0,0,0,11,8,0
45,12,11,77,194,4,53,0,0,4,1,3,0,0,0,11,8,0
45,1,11,61,128,4,47,3,1,4,1,3,0,0,0,11,8,1
39,12,11,61,60,4,44,0,1,4,1,3,0,0,0,11,8,0
45,10,11,77,194,4,88,0,0,4,1,3,0,0,0,11,8,0
36,12,11,61,25,4,67,0,1,4,1,3,0,0,0,11,8,0
46,12,11,61,150,4,67,0,1,4,1,3,0,0,0,11,8,0
46,11,11,115,288,4,103,0,0,4,1,3,0,0,0,11,8,0
45,12,11,104,270,4,85,0,0,4,1,3,0,0,0,11,8,0
38,10,11,80,97,4,67,0,1,4,1,3,0,0,0,11,8,0
39,12,11,61,60,4,100,0,1,4,1,3,0,0,0,11,8,0
46,12,11,86,228,4,85,0,0,4,1,3,0,0,0,11,8,0
36,12,11,94,151,4,106,0,0,4,1,3,0,0,0,11,8,0
40,12,7,73,107,4,67,0,1,4,1,3,0,0,0,11,8,0
47,1,11,61,166,4,103,0,1,4,1,3,0,0,0,11,8,0
45,12,11,108,164,4,106,0,0,14,1,3,0,0,0,11,8,0
19,2,11,134,89,4,59,1,1,4,1,3,0,0,0,11,8,1
42,12,11,104,230,4,128,0,1,4,1,3,0,0,0,11,8,0
44,12,11,104,265,4,100,0,0,4,1,3,0,0,0,11,8,0
44,12,11,89,223,4,85,0,0,4,1,3,0,0,0,11,8,0
51,12,11,61,207,4,100,0,0,4,1,3,0,0,0,11,8,0
31,5,11,108,88,4,48,0,1,4,1,3,0,0,0,11,8,0
39,12,11,113,232,4,119,0,0,4,1,3,0,0,0,11,8,0
47,12,11,74,209,4,83,0,0,4,1,3,0,0,0,11,8,0
39,11,11,61,60,4,42,0,1,4,1,3,0,0,0,11,8,0
43,12,11,73,153,4,106,0,1,4,1,3,0,0,0,11,8,0
38,12,11,104,186,4,67,0,1,4,1,3,0,0,0,11,8,0
43,12,11,82,190,4,67,0,0,4,1,3,0,0,0,11,8,0
45,12,11,61,128,4,67,0,1,4,1,3,0,0,0,11,8,0
51,12,11,66,219,4,67,0,0,4,1,3,0,0,0,11,8,0
44,12,11,126,281,4,106,0,0,4,1,3,0,0,0,11,8,0
45,12,11,61,145,0,85,0,1,4,1,3,3,0,0,11,8,0
49,11,11,72,61,4,83,0,0,13,1,3,3,0,0,11,8,0
41,12,11,104,226,4,83,0,0,4,1,3,0,0,0,11,8,0
45,10,11,73,176,4,94,0,0,4,1,3,0,0,0,11,8,0
45,12,11,61,38,4,67,0,0,9,1,3,0,0,0,11,8,0
48,11,11,61,178,4,100,0,0,4,1,3,0,0,0,11,8,0
36,12,11,77,70,4,92,0,1,4,1,3,0,0,0,11,8,0
44,12,11,82,198,4,54,0,0,4,1,3,0,0,0,11,8,0
41,12,11,94,157,4,67,0,1,4,1,3,0,0,0,11,8,0
46,10,11,61,150,4,51,0,1,4,1,3,0,0,0,11,8,0
42,12,11,73,131,4,67,0,0,4,1,3,0,0,0,11,8,0
44,12,11,81,62,4,81,0,0,12,1,3,0,0,0,11,8,0
37,5,11,75,73,4,67,0,1,4,1,3,0,0,0,11,8,0
44,12,11,61,69,4,88,0,1,4,1,3,1,0,0,11,8,0
46,12,11,61,40,4,83,0,1,9,1,3,0,0,0,11,8,0
48,10,11,61,175,4,67,0,1,4,1,3,0,0,0,11,8,0
48,12,11,61,175,4,67,0,1,4,1,3,0,0,0,11,8,0
50,12,11,61,125,4,51,0,0,4,1,3,0,0,0,11,8,0
43,12,11,61,108,4,92,0,0,4,1,3,0,0,0,11,8,0
41,12,11,104,226,4,62,0,0,4,1,3,0,0,0,11,8,0
39,12,11,82,121,4,85,0,1,4,1,3,3,0,0,11,8,0
33,11,11,104,102,4,67,0,1,4,1,3,0,0,0,11,8,0
42,11,11,104,243,4,67,0,1,4,1,3,0,0,0,11,8,0
41,11,11,73,115,4,59,0,1,4,1,3,0,0,0,11,8,0
41,12,11,89,195,4,85,0,1,4,1,3,0,0,0,11,8,0
51,1,11,104,280,0,79,0,0,4,1,3,3,0,0,11,8,1
49,11,11,69,139,4,67,0,0,4,1,3,0,0,0,11,8,0
45,11,11,61,142,4,92,0,0,4,1,3,0,0,0,11,8,0
43,1,11,89,214,4,59,0,1,4,1,3,0,0,0,11,8,0
51,12,11,61,116,4,100,0,0,9,1,3,0,0,0,11,8,0
46,12,11,61,150,4,53,0,1,4,1,3,0,0,0,11,8,0
33,10,11,130,204,4,59,0,1,4,1,3,0,0,0,11,8,0
39,10,2,98,42,0,51,0,1,20,1,3,3,0,0,11,8,0
46,11,11,61,160,4,96,0,0,4,1,3,0,0,0,11,8,0
48,10,11,89,267,4,106,0,0,4,1,3,0,0,0,11,8,0
49,12,11,66,129,4,100,0,0,4,1,3,0,0,0,11,8,0
50,12,11,64,203,4,59,0,0,4,1,3,0,0,0,11,8,0
46,12,11,89,247,4,85,0,0,4,1,3,0,0,0,11,8,0
44,12,11,61,122,4,67,0,0,4,1,3,0,0,0,11,8,0
49,12,11,61,115,4,90,0,0,4,1,3,0,0,0,11,8,0
33,12,11,93,90,4,92,0,0,4,1,3,0,0,0,11,8,0
44,12,11,104,180,1,89,0,0,17,1,3,3,0,0,11,8,0
47,5,11,61,54,4,92,0,1,14,1,3,3,0,0,11,8,0
45,12,11,61,74,4,54,0,1,4,1,3,0,0,0,11,8,0
43,12,11,73,153,4,76,0,1,4,1,3,0,0,0,11,8,0
49,10,11,61,181,4,108,0,0,4,1,3,0,0,0,11,8,0
42,11,11,104,230,4,67,0,1,4,1,3,0,0,0,11,8,0
40,12,11,110,239,4,119,0,0,4,1,3,0,0,0,11,8,0
41,12,11,78,144,4,67,0,0,4,1,3,0,0,0,11,8,0
44,10,10,61,114,4,85,0,1,4,1,3,3,0,0,11,8,0
47,12,11,61,91,4,64,0,1,4,1,3,3,0,0,11,8,0
45,12,11,82,218,4,83,0,0,4,1,3,0,0,0,11,8,0
45,11,11,73,176,4,83,0,0,4,1,3,0,0,0,11,8,0
40,11,11,82,140,4,44,0,0,4,1,3,0,0,0,11,8,0
43,1,11,61,108,4,67,0,1,4,1,3,0,0,0,11,8,0
47,12,11,97,275,4,108,0,0,4,1,3,0,0,0,11,8,0
48,12,11,85,244,4,76,0,0,4,1,3,0,0,0,11,8,0
42,12,11,89,199,4,82,0,1,4,1,3,0,0,0,11,8,0
45,12,11,61,128,4,70,0,0,4,1,3,0,0,0,11,8,0
39,12,11,61,60,4,167,0,1,4,1,3,0,0,0,11,8,0
47,12,11,70,179,4,67,0,0,4,1,3,0,0,0,11,8,0
41,12,11,61,76,4,51,0,1,4,1,3,0,0,0,11,8,0
48,12,11,61,175,4,85,0,1,4,1,3,0,0,0,11,8,0
47,12,11,61,166,4,76,0,1,4,1,3,0,0,0,11,8,0
46,12,11,61,150,4,64,0,0,4,1,3,0,0,0,11,8,0
39,12,11,89,159,4,26,0,1,4,1,3,0,0,0,11,8,0
48,12,11,61,175,4,59,0,1,4,1,3,0,0,0,11,8,0
45,10,11,104,270,4,119,0,0,4,1,3,0,0,0,11,8,0
41,12,11,82,171,4,85,0,1,4,1,3,0,0,0,11,8,0
47,10,11,61,172,0,78,0,0,4,1,3,0,0,0,11,8,0
49,12,11,61,181,4,76,0,0,4,1,3,0,0,0,11,8,0
40,12,11,89,173,4,76,0,1,4,1,3,0,0,0,11,8,0
42,12,11,94,222,4,67,0,1,4,1,3,0,0,0,11,8,0
